id,key,value,type
1746682891,shop,Supermarket,regular
1746698019,highway,Traffic_Signals,regular
1746700531,highway,Bus_Stop,regular
1746701437,highway,Bus_Stop,regular
1746701439,highway,Bus_Stop,regular
1746702300,name,Soğukkuyu Taksi,regular
1746702300,amenity,Taxi,regular
1746703322,amenity,Car_Wash,regular
1747169777,shop,Florist,regular
1747173623,name,Kareksan,regular
1747173623,shop,Bakery,regular
1747183257,name,Seda Eczanesi,regular
1747183257,amenity,Pharmacy,regular
1747184042,name,Migros,regular
1747184042,shop,Supermarket,regular
1747184144,shop,Florist,regular
1747184145,name,Şok,regular
1747184145,shop,Supermarket,regular
1747184146,shop,Bakery,regular
1747184235,name,Kitapçı,regular
1747184235,shop,Books,regular
1747184236,name,Oto Yıkama,regular
1747184236,amenity,Parking,regular
1747184422,shop,Bicycle,regular
1747185388,shop,Florist,regular
1747185389,name,Beşkardeşler,regular
1747185389,shop,Supermarket,regular
1747185390,shop,Fishmonger,regular
1747185699,name,ESKA Gıda,regular
1747185699,shop,Supermarket,regular
1748098635,highway,Bus_Stop,regular
1748098636,highway,Bus_Stop,regular
1748100718,highway,Bus_Stop,regular
1748448811,name,Esin Sitesi,regular
1748448811,building,Apartments,regular
1748449765,name,Muhtarlık,regular
1748449765,building,Office,regular
1748456657,highway,Bus_Stop,regular
1748459975,highway,Bus_Stop,regular
1748479885,name,Barbaros Eczanesi,regular
1748479885,amenity,Pharmacy,regular
1748483758,highway,Traffic_Signals,regular
1748497670,atm,Yes,regular
1748497670,name,İş Bank Yeni Girne Şubesi,regular
1748497670,amenity,Bank,regular
1748498250,amenity,Atm,regular
1748498250,operator,TEB,regular
1749566376,highway,Bus_Stop,regular
1751288011,amenity,School,regular
1751347343,amenity,Place_Of_Worship,regular
1751549241,amenity,School,regular
1752629020,highway,Bus_Stop,regular
1755905519,name,Halkapınar Metro,regular
1755905519,highway,Bus_Stop,regular
1755905882,name,Halkapınar Metro,regular
1755905882,highway,Bus_Stop,regular
1780535947,name,Postacılar Neighborhood Son Durağı,regular
1780535947,highway,Bus_Stop,regular
1780543202,name,Yamanlar Neighborhood,regular
1780543202,amenity,Bus_Station,regular
1782669641,highway,Turning_Circle,regular
1795573415,name,Seydiköy Istasyonu,regular
1795573415,railway,Station,disused
1795580339,railway,Buffer_Stop,regular
1798468631,name,Izmir Arena Son Durak,regular
1798468631,highway,Bus_Stop,regular
1798468633,name,Turan İstasyon,regular
1798468633,highway,Bus_Stop,regular
1798468642,name,Karayolları,regular
1798468642,highway,Bus_Stop,regular
1798472218,name,Turan İstasyon,regular
1798472218,highway,Bus_Stop,regular
1803831124,shop,Doityourself,regular
1807644555,highway,Traffic_Signals,regular
1807644555,traffic_signals,Signal,regular
1817320838,highway,Bus_Stop,regular
1817320852,name,50. Yıl İlköğretim Okulu,regular
1817320852,amenity,School,regular
1817321679,name,Bayraklı 15 Nolu İsmet Akman Aile Sağlığı Merkezi,regular
1817321679,amenity,Clinic,regular
1817321679,emergency,No,regular
1817321832,name,Emek Neighborhood Merkez Cami,regular
1817321832,amenity,Place_Of_Worship,regular
1817321832,religion,Muslim,regular
1817375218,name,İmbat İlköğretim Okulu,regular
1817375218,amenity,School,regular
1817376066,name,Gümüşpala Polis Karakolu,regular
1817376066,amenity,Police,regular
1817408756,name,Şehit Nazım Bey İlköğretim Okulu,regular
1817408756,amenity,School,regular
1817410454,name,PTT Gümüşpala Şubesi,regular
1817410454,amenity,Post_Office,regular
1817410511,name,Gümüşpala Semt Kütüphanesi,regular
1817410511,amenity,Library,regular
1817450632,name,Cemil Atlas İlköğretim Okulu,regular
1817450632,amenity,School,regular
1817467138,name,SHÇEK Şehit Asteğmen Adem Dertsiz Çocuk Yuvası,regular
1817467138,amenity,Kindergarten,regular
1817467416,name,İhsan Alyanak Kültür Merkezi,regular
1817467416,building,Yes,regular
1817467878,name,Doğançay 12 Nolu Aile Sağlığı Merkezi,regular
1817467878,amenity,Clinic,regular
1817467878,emergency,No,regular
1817468043,name,Org. Nafiz Gürman Neighborhood Muhtarlığı,regular
1817468043,building,Yes,regular
1817494839,name,Vali Namık Kemal Şentürk İlköğretim Okulu,regular
1817494839,amenity,School,regular
1817508603,highway,Bus_Stop,regular
1817508606,highway,Bus_Stop,regular
1817508608,highway,Bus_Stop,regular
1817508618,highway,Bus_Stop,regular
1817508619,highway,Bus_Stop,regular
1817508620,highway,Bus_Stop,regular
1817508621,highway,Bus_Stop,regular
1817517067,highway,Bus_Stop,regular
1817517073,highway,Bus_Stop,regular
1817528169,highway,Bus_Stop,regular
1817532901,name,Cemal Gürsel İlköğretim Okulu,regular
1817532901,amenity,School,regular
1817537767,name,PTT Yamanlar Şubesi,regular
1817537767,amenity,Post_Office,regular
1817845410,name,Pehlivanoğlu,regular
1817845410,shop,Supermarket,regular
1821326308,highway,Bus_Stop,regular
1821326309,highway,Bus_Stop,regular
1821341213,name,Petkim Latife Hanım İlköğretim Okulu,regular
1821341213,amenity,School,regular
1821361340,name,Bayraklı 17 Nolu Yamanlar Nilüfer Öz Aile Sağlığı Merkesi,regular
1821361340,amenity,Clinic,regular
1821361340,emergency,No,regular
1821361883,highway,Bus_Stop,regular
1821369365,highway,Bus_Stop,regular
1821369378,highway,Bus_Stop,regular
1821369380,highway,Bus_Stop,regular
1821369383,highway,Bus_Stop,regular
1821506929,name,Evrenpaşa İlköğretim Okulu,regular
1821506929,amenity,School,regular
1821509270,highway,Bus_Stop,regular
1821509272,highway,Bus_Stop,regular
1821509788,name,Halit Özpirinç Lisesi,regular
1821509788,amenity,School,regular
1821514001,name,Atatürk Açık Hava Tiyatrosu Ve Kültür Merkezi,regular
1821514001,amenity,Theatre,regular
1821538517,noexit,Yes,regular
1821538520,noexit,Yes,regular
1821541634,name,Bayraklı 16 Nolu Küçük Yamanlar Aile Sağlığı Merkezi,regular
1821541634,amenity,Clinic,regular
1821541634,emergency,No,regular
1821542452,name,Kurtuluş-İpek İşeri İlköğretim Okulu,regular
1821542452,amenity,School,regular
1821547677,highway,Bus_Stop,regular
1821547678,highway,Bus_Stop,regular
1821552173,name,Karşıyaka 2 Nolu Toplum Sağlığı Merkezi,regular
1821552173,amenity,Clinic,regular
1821552173,emergency,No,regular
1821574406,name,Inönü Kültür Merkezi,regular
1821574406,building,Yes,regular
1821584413,name,Gerbay Sağlık Ocağı,regular
1821584413,amenity,Clinic,regular
1821584413,emergency,No,regular
1821585639,name,Nazlıdeniz Eczanesi,regular
1821585639,amenity,Pharmacy,regular
1821585639,dispensing,No,regular
1821679961,railway,Buffer_Stop,regular
1821679972,railway,Buffer_Stop,regular
1823016835,railway,Buffer_Stop,regular
1823016845,railway,Buffer_Stop,regular
1823016887,railway,Buffer_Stop,regular
1823166636,name,Kymco - Motorcu Ejder,regular
1823166636,shop,Motorcycle,regular
1823169764,name,Çağlayan Market,regular
1823169764,shop,Convenience,regular
1823172630,highway,Bus_Stop,regular
1823172890,name,Yamanlar Hayat Eczanesi,regular
1823172890,amenity,Pharmacy,regular
1823173316,name,Şok,regular
1823173316,shop,Supermarket,regular
1823174288,name,A101,regular
1823174288,shop,Supermarket,regular
1823176919,highway,Bus_Stop,regular
1823176920,highway,Bus_Stop,regular
1823176999,name,Anadolu Cami,regular
1823176999,amenity,Place_Of_Worship,regular
1823176999,religion,Muslim,regular
1823180117,highway,Crossing,regular
1823180118,highway,Crossing,regular
1823180119,highway,Bus_Stop,regular
1823180120,name,Bayraklı Belediyesi Nafiz Gürman Semt Merkezi Sağlık Ocağı,regular
1823180120,amenity,Clinic,regular
1823180120,emergency,No,regular
1823181203,highway,Bus_Stop,regular
1823181204,highway,Bus_Stop,regular
1823181205,name,Doğançay Eczanesi,regular
1823181205,amenity,Pharmacy,regular
1823184085,highway,Bus_Stop,regular
1823190231,name,Dünya Barış Anıtı,regular
1823190231,tourism,Viewpoint,regular
1823360919,name,Yamanlar Halk Eğitim Merkezi,regular
1823360919,building,Yes,regular
1823360989,name,Kordeleon Antik Kenti,regular
1823360989,historic,Archaeological_Site,regular
1823365323,name,Kazım Dirik İlköğretim Okulu,regular
1823365323,amenity,School,regular
1823365727,name,Enver Zahara Yeşil Cami,regular
1823365727,amenity,Place_Of_Worship,regular
1823365727,religion,Muslim,regular
1823367437,name,Örnekköy Polis Karakolu,regular
1823367437,amenity,Police,regular
1840413850,name,İdareciler Sitesi Son Durak,regular
1840413850,highway,Bus_Stop,regular
1840413987,name,Körfez Evleri(Minibüs),regular
1840413987,amenity,Bus_Station,regular
1849974474,highway,Turning_Circle,regular
1854703203,highway,Turning_Circle,regular
1858889928,ref,K5,regular
1858889928,name,Buca,regular
1858889928,highway,Motorway_Junction,regular
1858889931,name,Harmandalı,regular
1858889931,is_in,"Turkey, İzmir, Menemen",regular
1858889931,place,Village,regular
1858889935,name,Ulukent,regular
1858889935,is_in,"Turkey, İzmir, Menemen",regular
1858889935,place,Village,regular
1858890397,power,Tower,regular
1858890397,source,Bing,regular
1858890406,power,Tower,regular
1858890406,source,Bing,regular
1858890415,power,Tower,regular
1858890415,source,Bing,regular
1858890425,power,Tower,regular
1858890425,source,Bing,regular
1858890431,power,Tower,regular
1858890431,source,Bing,regular
1858890436,power,Tower,regular
1858890436,source,Bing,regular
1858890450,power,Tower,regular
1858890450,source,Bing,regular
1858890467,power,Tower,regular
1858890467,source,Bing,regular
1858890505,power,Tower,regular
1858890505,source,Bing,regular
1858890586,power,Tower,regular
1858890586,source,Bing,regular
1858890634,power,Tower,regular
1858890634,source,Bing,regular
1858890671,power,Tower,regular
1858890671,source,Bing,regular
1858890705,power,Tower,regular
1858890705,source,Bing,regular
1858890791,barrier,Lift_Gate,regular
1858890803,barrier,Lift_Gate,regular
1858890842,power,Tower,regular
1858890842,source,Bing,regular
1858890905,power,Tower,regular
1858890905,source,Bing,regular
1858890982,power,Tower,regular
1858890982,source,Bing,regular
1858890989,power,Tower,regular
1858890989,source,Bing,regular
1858890991,power,Pole,regular
1858890991,source,Bing,regular
1858890992,power,Pole,regular
1858890992,source,Bing,regular
1858890993,power,Pole,regular
1858890993,source,Bing,regular
1858890994,power,Pole,regular
1858890994,source,Bing,regular
1858890995,power,Tower,regular
1858890995,source,Bing,regular
1858890996,power,Pole,regular
1858890996,source,Bing,regular
1858890997,power,Tower,regular
1858890997,source,Bing,regular
1858890998,power,Pole,regular
1858890998,source,Bing,regular
1858890999,power,Tower,regular
1858890999,source,Bing,regular
1858891000,power,Pole,regular
1858891000,source,Bing,regular
1858891001,power,Pole,regular
1858891001,source,Bing,regular
1858891002,source,Bing,regular
1858891002,man_made,Mast,regular
1858891002,type,Communication,tower
1858891003,source,Bing,regular
1858891003,man_made,Mast,regular
1858891003,type,Communication,tower
1858891004,source,Bing,regular
1858891004,man_made,Mast,regular
1858891004,type,Communication,tower
1858891005,power,Pole,regular
1858891005,source,Bing,regular
1858891006,power,Pole,regular
1858891006,source,Bing,regular
1858891007,power,Tower,regular
1858891007,source,Bing,regular
1858891009,power,Pole,regular
1858891009,source,Bing,regular
1858891010,power,Pole,regular
1858891010,source,Bing,regular
1858891011,power,Tower,regular
1858891011,source,Bing,regular
1858891012,power,Pole,regular
1858891012,source,Bing,regular
1858891013,power,Tower,regular
1858891013,source,Bing,regular
1858891014,power,Tower,regular
1858891014,source,Bing,regular
1858891015,power,Tower,regular
1858891015,source,Bing,regular
1858891021,power,Tower,regular
1858891021,source,Bing,regular
1858891022,power,Tower,regular
1858891022,source,Bing,regular
1858891024,power,Tower,regular
1858891024,source,Bing,regular
1858891033,power,Tower,regular
1858891033,source,Bing,regular
1858891039,power,Tower,regular
1858891039,source,Bing,regular
1858891046,power,Tower,regular
1858891046,source,Bing,regular
1858891070,power,Tower,regular
1858891070,source,Bing,regular
1858891075,power,Tower,regular
1858891075,source,Bing,regular
1858891082,power,Tower,regular
1858891082,source,Bing,regular
1858891084,power,Tower,regular
1858891084,source,Bing,regular
1858891087,source,Bing,regular
1858891091,power,Tower,regular
1858891091,source,Bing,regular
1858891093,power,Tower,regular
1858891093,source,Bing,regular
1858891101,power,Tower,regular
1858891101,source,Bing,regular
1858891108,power,Tower,regular
1858891108,source,Bing,regular
1858891117,power,Tower,regular
1858891117,source,Bing,regular
1858891119,power,Tower,regular
1858891119,source,Bing,regular
1858891120,power,Tower,regular
1858891120,source,Bing,regular
1858891134,power,Tower,regular
1858891134,source,Bing,regular
1858891140,power,Tower,regular
1858891140,source,Bing,regular
1858891163,power,Tower,regular
1858891163,source,Bing,regular
1858891325,power,Tower,regular
1858891325,source,Bing,regular
1858891340,power,Tower,regular
1858891340,source,Bing,regular
1858891466,power,Tower,regular
1858891466,source,Bing,regular
1858891602,power,Tower,regular
1858891602,source,Bing,regular
1858891669,barrier,Toll_Booth,regular
1858891683,power,Tower,regular
1858891683,source,Bing,regular
1858891718,power,Tower,regular
1858891718,source,Bing,regular
1858891795,power,Tower,regular
1858891795,source,Bing,regular
1858891891,power,Tower,regular
1858891891,source,Bing,regular
1858891892,power,Tower,regular
1858891892,source,Bing,regular
1858891893,power,Tower,regular
1858891893,source,Bing,regular
1858891894,power,Tower,regular
1858891894,source,Bing,regular
1858891895,power,Tower,regular
1858891895,source,Bing,regular
1858891918,power,Tower,regular
1858891918,source,Bing,regular
1858891920,power,Tower,regular
1858891920,source,Bing,regular
1858891921,power,Tower,regular
1858891921,source,Bing,regular
1858891922,power,Tower,regular
1858891922,source,Bing,regular
1858891923,power,Tower,regular
1858891924,power,Tower,regular
1858891924,source,Bing,regular
1858891925,power,Tower,regular
1858891925,source,Bing,regular
1858891926,power,Tower,regular
1858891926,source,Bing,regular
1858891927,power,Tower,regular
1858891927,source,Bing,regular
1858891928,power,Tower,regular
1858891928,source,Bing,regular
1858891929,power,Tower,regular
1858891929,source,Bing,regular
1858891930,power,Tower,regular
1858891930,source,Bing,regular
1858891931,power,Tower,regular
1858891931,source,Bing,regular
1858891932,power,Tower,regular
1858891932,source,Bing,regular
1858891933,power,Tower,regular
1858891933,source,Bing,regular
1858891934,power,Tower,regular
1858891934,source,Bing,regular
1858891935,power,Tower,regular
1858891935,source,Bing,regular
1858891936,power,Tower,regular
1858891936,source,Bing,regular
1858891937,power,Tower,regular
1858891937,source,Bing,regular
1858891938,power,Tower,regular
1858891938,source,Bing,regular
1858891939,power,Tower,regular
1858891939,source,Bing,regular
1858891940,power,Tower,regular
1858891940,source,Bing,regular
1858891941,power,Tower,regular
1858891941,source,Bing,regular
1858891943,power,Tower,regular
1858891943,source,Bing,regular
1858891944,power,Tower,regular
1858891944,source,Bing,regular
1859041384,power,Tower,regular
1859041384,source,Bing,regular
1859041391,power,Tower,regular
1859041391,source,Bing,regular
1859041395,power,Tower,regular
1859041395,source,Bing,regular
1859041400,power,Tower,regular
1859041400,source,Bing,regular
1859041401,power,Tower,regular
1859041401,source,Bing,regular
1860689376,name,Altındağ,regular
1860689376,is_in,"Turkey, İzmir, Bornova",regular
1860689376,place,Suburb,regular
1860689611,power,Tower,regular
1860689611,source,Bing,regular
1860689629,power,Tower,regular
1860689629,source,Bing,regular
1860689635,power,Tower,regular
1860689635,source,Bing,regular
1860689642,power,Tower,regular
1860689642,source,Bing,regular
1860689660,power,Tower,regular
1860689660,source,Bing,regular
1860689663,power,Tower,regular
1860689663,source,Bing,regular
1860689722,highway,Turning_Circle,regular
1860689725,power,Tower,regular
1860689725,source,Bing,regular
1860689816,power,Tower,regular
1860689816,source,Bing,regular
1860690184,power,Tower,regular
1860690184,source,Bing,regular
1860690189,power,Tower,regular
1860690189,source,Bing,regular
1860690190,power,Tower,regular
1860690190,source,Bing,regular
1860690191,power,Tower,regular
1860690191,source,Bing,regular
1860690192,power,Tower,regular
1860690192,source,Bing,regular
1860690193,power,Tower,regular
1860690193,source,Bing,regular
1860690194,power,Tower,regular
1860690194,source,Bing,regular
1860690195,power,Tower,regular
1860690195,source,Bing,regular
1860690196,power,Tower,regular
1860690196,source,Bing,regular
1862000477,highway,Bus_Stop,regular
1862000478,highway,Bus_Stop,regular
1864039266,name,Çarşı Eczanesi,regular
1864039266,amenity,Pharmacy,regular
1864040059,name,Ilter Ltd Sti,regular
1864040059,shop,Doityourself,regular
1864040059,street,1202/1 Street,addr
1864040059,housename,Gaziler Iş Merkezi,addr
1864044013,name,Yenisehir Gogus Hastanesi,regular
1864044013,amenity,Hospital,regular
1864045566,name,Ssk Tepecik Hastanesi,regular
1864045566,amenity,Hospital,regular
1864154588,name,Ege İş Merkezi,regular
1864154588,building,Office,regular
1864154588,int_name,Ege Is Merkezi,regular
1868942971,name,Tınaztepe Hastanesi,regular
1868942971,source,"Https://Maps.Google.Com/Maps?Oe=Utf-8&Client=Firefox-A&Ie=Utf-8&Q=T%C4%B1Naztepe+Hastanesi&Fb=1&Gl=Tr&Hq=T%C4%B1Naztepe+Hastanesi&Hnear=0X14Bbd862A762Cacd:0X628Cbba1A59Ce8Fe,Izmir&Cid=0,0,8724933472068192451&Ei=Ud8Tulo-Jaqj4Gtqwidwdw&Ved=0Choq_Biwaa",regular
1868942971,amenity,Hospital,regular
1868942971,emergency,Yes,regular
1869885582,power,Tower,regular
1869885582,source,Bing,regular
1869885583,power,Pole,regular
1869885586,power,Pole,regular
1869885586,source,Bing,regular
1869885587,power,Pole,regular
1869885587,source,Bing,regular
1869885588,power,Pole,regular
1869885588,source,Bing,regular
1869885589,power,Pole,regular
1869885589,source,Bing,regular
1869885590,power,Pole,regular
1869885590,source,Bing,regular
1869885591,power,Tower,regular
1869885591,source,Bing,regular
1872240497,power,Tower,regular
1872240497,source,Bing,regular
1872240498,power,Tower,regular
1872240498,source,Bing,regular
1872240500,power,Tower,regular
1872240500,source,Bing,regular
1872240501,power,Tower,regular
1872240501,source,Bing,regular
1872906938,power,Tower,regular
1872906938,source,Bing,regular
1872906955,power,Tower,regular
1872906955,source,Bing,regular
1872906973,power,Tower,regular
1872906973,source,Bing,regular
1872906978,power,Tower,regular
1872906978,source,Bing,regular
1872906989,power,Tower,regular
1872906989,source,Bing,regular
1872906993,power,Tower,regular
1872906993,source,Bing,regular
1872906997,power,Tower,regular
1872906997,source,Bing,regular
1872907000,power,Tower,regular
1872907000,source,Bing,regular
1872907120,power,Tower,regular
1872907120,source,Bing,regular
1895865040,name,Pukrinora Çamaşır Evi & Laundry,regular
1895865040,shop,Laundry,regular
1895865040,website,Pukrinora.Com,regular
1900710735,highway,Crossing,regular
1900710787,highway,Crossing,regular
1915077736,ele,150,regular
1915077736,url,Http://Www.Koeri.Boun.Edu.Tr/Sismo/Mudim/Stakoor.Asp,regular
1915077736,code,BLCB,regular
1915077736,name,Balçova,regular
1915077736,note,Fixme: Yerini Doğrula,regular
1915077736,en,Earthquake Measuring Station,name
1915077736,man_made,Monitoring_Station,regular
1915077736,operator,UDİM,regular
1915077736,seismic,Yes,monitoring
1915077743,ele,631,regular
1915077743,url,Http://Www.Koeri.Boun.Edu.Tr/Sismo/Mudim/Stakoor.Asp,regular
1915077743,code,IZM,regular
1915077743,name,Bornova,regular
1915077743,note,Fixme: Yerini Doğrula,regular
1915077743,en,Earthquake Measuring Station,name
1915077743,man_made,Monitoring_Station,regular
1915077743,operator,UDİM,regular
1915077743,seismic,Yes,monitoring
1915298431,source,Bing,regular
1915298431,man_made,Mast,regular
1915298431,type,Communication,tower
1915298434,name,TRT Balçova Verici İstasyonu,regular
1915298434,source,Bing,regular
1915298434,man_made,Mast,regular
1915298434,operator,TRT,regular
1915298434,type,Communication,tower
1915298434,radio,Yes,communication
1915298442,source,Bing,regular
1915298442,man_made,Mast,regular
1915298442,type,Communication,tower
1915298459,source,Bing,regular
1915298459,man_made,Mast,regular
1915298459,type,Communication,tower
1915298462,source,Bing,regular
1915298462,aerialway,Pylon,regular
1915298525,source,Bing,regular
1915298525,aerialway,Pylon,regular
1915298545,source,Bing,regular
1915298545,aerialway,Pylon,regular
1915298548,source,Bing,regular
1915298548,aerialway,Pylon,regular
1915330000,name,Kurudağ R/L İstasyonu,regular
1915330000,source,Bing,regular
1915330000,man_made,Mast,regular
1915330000,operator,TTNET,regular
1915330000,type,Communication,tower
1915330000,radio,Yes,communication
1915330000,television,Yes,communication
1915330002,name,Kurudağ,regular
1915330002,natural,Peak,regular
1915330537,source,Bing,regular
1915330537,man_made,Mast,regular
1915330537,operator,TTNET,regular
1915330537,type,Communication,tower
1915330537,radio,Yes,communication
1915330537,television,Yes,communication
1921852852,name,Izmir Ticaret Odası,regular
1921852852,building,Yes,regular
1921852852,street,Cumhuriyet Boulevard,addr
1921852852,postcode,35210,addr
1921852852,housename,Izmir Ticaret Odası Ek Hizmet Binası,addr
1921852852,housenumber,120,addr
1921866461,name,Starbucks Çankaya,regular
1921866461,amenity,Cafe,regular
1921866461,cuisine,Coffee_Shop,regular
1921876588,city,Izmir,addr
1921876588,housenumber,138,addr
1921876588,neighbourhood,Konak,addr
1921876588,postcode,35210,addr
1921876588,street,Cumhuriyet Boulevard,addr
1921876588,internet_access,Yes,regular
1921876588,name,Mövenpick Hotel,regular
1921876588,phone,+90 232 488 14 14,regular
1921876588,stars,5,regular
1921876588,tourism,Hotel,regular
1921877832,name,Türk Telekom,regular
1921877832,amenity,Post_Office,regular
1923739585,name,Ilke Parkı,regular
1923739585,tourism,Theme_Park,regular
1923769062,name,Agora,regular
1923769062,shop,Supermarket,regular
1923769062,housename,Agora,addr
1927955925,name,İzban Koşu İstasyonu,regular
1927955925,railway,Station,regular
1927955925,operator,Izban,regular
1927955925,light_rail,Yes,regular
1927956324,name,İzban İnkılap İstasyonu,regular
1927956324,railway,Station,regular
1927956324,operator,Izban,regular
1927956324,light_rail,Yes,regular
1929427604,railway,Level_Crossing,regular
1929427607,railway,Level_Crossing,regular
1930657997,railway,Buffer_Stop,regular
1930658029,railway,Buffer_Stop,regular
1930658031,railway,Buffer_Stop,regular
1930658033,railway,Buffer_Stop,regular
1930658036,railway,Buffer_Stop,regular
1931292712,railway,Buffer_Stop,regular
1931292738,railway,Buffer_Stop,regular
1931292743,railway,Buffer_Stop,regular
1931292807,railway,Buffer_Stop,regular
1931292811,railway,Buffer_Stop,regular
1931292813,railway,Buffer_Stop,regular
1931292820,railway,Buffer_Stop,regular
1931293022,railway,Buffer_Stop,regular
1931293056,railway,Buffer_Stop,regular
1931293315,railway,Buffer_Stop,regular
1931293318,railway,Buffer_Stop,regular
1931293347,railway,Buffer_Stop,regular
1931293353,railway,Buffer_Stop,regular
1931293399,railway,Buffer_Stop,regular
1931293401,railway,Buffer_Stop,regular
1936293144,name,Kadifekale,regular
1936293144,historic,Castle,regular
1936293144,wikipedia,Tr:Kadifekale,regular
1936539631,power,Tower,regular
1936539631,source,Bing,regular
1936539632,power,Tower,regular
1936539632,source,Bing,regular
1936539633,power,Tower,regular
1936539633,source,Bing,regular
1936539634,power,Tower,regular
1936539634,source,Bing,regular
1936539635,power,Tower,regular
1936539635,source,Bing,regular
1936539636,power,Tower,regular
1936539636,source,Bing,regular
1936539637,power,Tower,regular
1936539637,source,Bing,regular
1936539639,power,Tower,regular
1936539639,source,Bing,regular
1936539641,power,Tower,regular
1936539641,source,Bing,regular
1936539642,power,Tower,regular
1936539642,source,Bing,regular
1936539643,power,Tower,regular
1936539643,source,Bing,regular
1936539644,power,Tower,regular
1936539644,source,Bing,regular
1936539645,power,Tower,regular
1936539645,source,Bing,regular
1936539646,power,Tower,regular
1936539646,source,Bing,regular
1936539647,power,Tower,regular
1936539647,source,Bing,regular
1936539648,power,Tower,regular
1936539648,source,Bing,regular
1936539649,power,Tower,regular
1936539649,source,Bing,regular
1936539650,power,Tower,regular
1936539650,source,Bing,regular
1936539651,power,Tower,regular
1936539651,source,Bing,regular
1936539652,power,Tower,regular
1936539652,source,Bing,regular
1936539653,power,Tower,regular
1936539653,source,Bing,regular
1936539654,power,Tower,regular
1936539654,source,Bing,regular
1936539655,power,Tower,regular
1936539655,source,Bing,regular
1936539656,power,Tower,regular
1936539656,source,Bing,regular
1936539657,power,Tower,regular
1936539657,source,Bing,regular
1936539658,power,Tower,regular
1936539658,source,Bing,regular
1936539659,power,Tower,regular
1936539659,source,Bing,regular
1936539660,power,Tower,regular
1936539660,source,Bing,regular
1936539661,power,Tower,regular
1936539661,source,Bing,regular
1936539662,power,Tower,regular
1936539662,source,Bing,regular
1936539663,power,Tower,regular
1936539663,source,Bing,regular
1936539664,power,Tower,regular
1936539664,source,Bing,regular
1936539665,power,Tower,regular
1936539665,source,Bing,regular
1936539666,power,Tower,regular
1936539666,source,Bing,regular
1936539667,power,Tower,regular
1936539667,source,Bing,regular
1936539668,power,Tower,regular
1936539668,source,Bing,regular
1936539669,power,Tower,regular
1936539669,source,Bing,regular
1936539670,power,Tower,regular
1936539670,source,Bing,regular
1936539671,power,Tower,regular
1936539671,source,Bing,regular
1936539672,power,Tower,regular
1936539672,source,Bing,regular
1936539674,power,Tower,regular
1936539674,source,Bing,regular
1936539675,power,Tower,regular
1936539675,source,Bing,regular
1936539676,power,Tower,regular
1936539676,source,Bing,regular
1936539683,power,Tower,regular
1936539683,source,Bing,regular
1937306269,railway,Buffer_Stop,regular
1937306276,railway,Buffer_Stop,regular
1937306288,railway,Buffer_Stop,regular
1937306289,railway,Buffer_Stop,regular
1937306298,railway,Buffer_Stop,regular
1937306326,railway,Buffer_Stop,regular
1937306435,railway,Level_Crossing,regular
1937306442,railway,Level_Crossing,regular
1938542779,railway,Level_Crossing,regular
1938542783,railway,Level_Crossing,regular
1938542786,railway,Level_Crossing,regular
1938597244,name,Buca Tren İstasyonu,regular
1938597244,city,"Buca, Izmir",addr
1938597244,street,Uğur Mumcu Avenue Vali Rahmi Bey Neighborhood,addr
1938597244,railway,Station,disused
1938629112,railway,Buffer_Stop,regular
1938629117,railway,Buffer_Stop,regular
1938629153,railway,Buffer_Stop,regular
1944705758,name,Güzelbahçe,regular
1944705758,amenity,Bus_Station,regular
1947932929,name,Nar-Bel,regular
1947932929,place,Suburb,regular
1947932934,foot,Yes,regular
1947932934,barrier,Block,regular
1947932934,bicycle,Yes,regular
1948905362,name,İstihkâm,regular
1948905362,amenity,Bus_Station,regular
1948905386,name,Narlıdere,regular
1948905386,amenity,Bus_Station,regular
1964648145,railway,Level_Crossing,regular
1964648147,railway,Level_Crossing,regular
1964648155,railway,Buffer_Stop,regular
1964648194,railway,Level_Crossing,regular
1964648216,railway,Level_Crossing,regular
1964648217,railway,Level_Crossing,regular
1965043263,railway,Buffer_Stop,regular
1965070285,railway,Buffer_Stop,regular
1965070290,railway,Buffer_Stop,regular
1965099431,railway,Buffer_Stop,regular
1965099497,railway,Buffer_Stop,regular
1965099502,railway,Buffer_Stop,regular
1967355470,railway,Buffer_Stop,regular
1967355474,railway,Buffer_Stop,regular
1967355481,railway,Buffer_Stop,regular
1967435927,railway,Buffer_Stop,regular
1967436173,railway,Buffer_Stop,regular
1967436211,name,İzban Salhane İstasyonu,regular
1967436211,railway,Station,regular
1967436211,operator,Izban,regular
1976314226,name,Basmane Gar,regular
1976314226,railway,Station,regular
1976917814,name,İzban Bayraklı,regular
1976917814,operator,Izban,regular
1976917814,railway,Station,regular
1976917817,name,İzban Naldöken,regular
1976917817,railway,Station,regular
1976917822,name,İzban Turan,regular
1976917822,operator,Izban,regular
1976917822,railway,Station,regular
1976936317,name,İzban Alaybey,regular
1976936317,operator,Izban,regular
1976936317,railway,Station,regular
1976936320,name,İzban Karşıyaka,regular
1976936320,operator,Izban,regular
1976936320,railway,Station,regular
1976936320,wheelchair,Yes,regular
1979994983,railway,Buffer_Stop,regular
1979994988,railway,Buffer_Stop,regular
1979995000,railway,Buffer_Stop,regular
1979995012,railway,Buffer_Stop,regular
1980996023,fixme,Höyük ? / Mound ?,regular
1980996063,power,Tower,regular
1980996063,source,Bing,regular
